time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city,coco,condition
2023-11-28,16.1,11.0,22.0,0.0,,,11.4,,1019.7,,Los Angeles,,Not Available
2023-11-29,14.8,11.0,18.0,0.0,,,11.0,,1015.6,,Los Angeles,,Not Available
2023-11-30,14.7,11.0,19.0,0.0,,,10.8,,1013.9,,Los Angeles,,Not Available
2023-12-01,16.2,13.0,20.0,0.0,,,17.0,,1016.6,,Los Angeles,,Not Available
2023-12-02,14.2,9.0,19.0,0.0,,,9.7,,1021.8,,Los Angeles,,Not Available
2023-12-03,14.5,9.0,21.0,0.0,,,9.2,,1022.2,,Los Angeles,,Not Available
2023-12-04,16.7,11.0,24.0,0.0,,,9.0,,1019.6,,Los Angeles,,Not Available
2023-12-05,19.4,13.0,28.0,0.0,,,9.7,,1018.9,,Los Angeles,,Not Available
2023-12-06,17.3,13.0,23.0,0.0,,,11.8,,1018.4,,Los Angeles,,Not Available
2023-12-07,16.4,14.0,19.0,0.0,,,11.2,,1018.0,,Los Angeles,,Not Available
2023-12-08,14.6,11.0,21.0,0.0,,,13.1,,1017.5,,Los Angeles,,Not Available
2023-12-09,15.2,9.0,22.0,0.0,,,12.6,,1022.3,,Los Angeles,,Not Available
2023-12-10,16.6,10.0,24.0,0.0,,,10.3,,1020.5,,Los Angeles,,Not Available
2023-12-11,16.3,11.0,23.0,0.0,,,8.5,,1013.8,,Los Angeles,,Not Available
2023-12-12,14.2,10.0,20.0,0.0,,,6.7,,1012.9,,Los Angeles,,Not Available
2023-12-13,15.2,12.0,20.0,0.0,,,9.2,,1016.9,,Los Angeles,,Not Available
2023-12-14,15.9,10.0,24.0,0.0,,,9.4,,1020.9,,Los Angeles,,Not Available
2023-12-15,18.1,13.0,26.0,0.0,,,8.7,,1019.8,,Los Angeles,,Not Available
2023-12-16,17.6,6.9,26.0,0.0,,,9.3,,1017.8,,Los Angeles,,Not Available
2023-12-17,18.6,9.6,26.0,0.0,,,9.0,,1015.9,,Los Angeles,,Not Available
2023-12-18,18.4,15.0,22.0,2.8,,,9.1,,1014.9,,Los Angeles,,Not Available
2023-12-19,17.0,15.0,20.0,8.3,,,9.6,,1013.1,,Los Angeles,,Not Available
2023-12-20,16.5,16.0,18.3,25.7,,,8.0,,1012.2,,Los Angeles,,Not Available
2023-12-21,15.4,14.1,17.0,33.8,,,15.0,,1014.6,,Los Angeles,,Not Available
2023-12-22,16.9,14.0,19.0,18.3,,,10.3,,1012.6,,Los Angeles,,Not Available
2023-12-23,14.9,12.0,18.0,0.0,,,8.9,,1016.9,,Los Angeles,,Not Available
2023-12-24,15.1,12.0,19.0,0.0,,,8.0,,1020.5,,Los Angeles,,Not Available
2023-12-25,14.4,10.0,19.0,0.0,,,8.9,,1021.2,,Los Angeles,,Not Available
2023-12-26,14.8,10.1,19.0,0.0,,,8.3,,1020.6,,Los Angeles,,Not Available
2023-12-27,14.4,12.0,19.0,0.0,,,7.5,,1021.3,,Los Angeles,,Not Available
2023-12-28,14.4,11.0,19.0,0.0,,,7.8,,1021.2,,Los Angeles,,Not Available
2023-12-29,14.5,11.0,19.0,0.0,,,7.4,,1019.8,,Los Angeles,,Not Available
2023-12-30,14.2,12.0,17.0,15.7,,,9.2,,1018.8,,Los Angeles,,Not Available
2023-12-31,13.8,11.0,16.0,0.2,,,8.4,,1019.3,,Los Angeles,,Not Available
